Mã môn học,Tên môn học,TC,Loại môn học,Độ khó
SE113,Kiểm chứng phần mềm (1),4,Môn cơ sở ngành,
SE358,Quản lý dự án phát triển phần mềm (2),4,Môn cơ sở ngành,
SE117,Kỹ thuật lập trình,4,Môn cơ sở ngành,
SE330,Ngôn ngữ lập trình Java (1),4,Môn chuyên ngành,
SE332,Chuyên đề CSDL nâng cao (1),2,Môn chuyên ngành,
SE334,Các phương pháp lập trình (1),3,Môn chuyên ngành,
SE347,Công nghệ Web và ứng dụng (2),4,Môn chuyên ngành,
SE350,Chuyên đề E-learning (1),2,Môn chuyên ngành,
SE343,Công nghệ Portal (2),3,Môn chuyên ngành,
SE355,Máy học và các công cụ (2),3,Môn chuyên ngành,
SE310,Công nghệ .NET (2),4,Môn chuyên ngành,
SE346,Lập trình trên thiết bị di động (1),4,Môn chuyên ngành,
SE404,Chuyên đề E-Government (1),2,Môn chuyên ngành,
SE331,Chuyên đề E-Commerce (1),2,Môn chuyên ngành,
SE313,Một số thuật toán thông minh (2),2,Môn chuyên ngành,
SE352,Phát triển ứng dụng VR (1),3,Môn chuyên ngành,
SE109,"Phát triển, vận hành, bảo trì phần mềm (1)",3,Môn chuyên ngành,
SE356,Kiến trúc phần mềm (2),4,Môn chuyên ngành,
SE357,Kỹ thuật phân tích yêu cầu (2),3,Môn chuyên ngành,
SE325,Chuyên đề J2EE (2),4,Môn chuyên ngành,
SE101,Phương pháp mô hình hóa,3,Môn chuyên ngành,
SE106,Đặc tả hình thức,4,Môn chuyên ngành,
SE214,Công nghệ phần mềm chuyên sâu,4,Môn chuyên ngành,
SE362,An toàn phần mềm và hệ thống,4,Môn chuyên ngành,
SE363,Phát triển ứng dụng trên nền tảng dữ liệu lớn,4,Môn chuyên ngành,
SE364,Thiết kế giao diện và trải nghiệm người dùng,4,Môn chuyên ngành,
SE365,Học sâu ứng dụng trong phát triển phần mềm,4,Môn chuyên ngành,
SE221,Lập trình game nâng cao (1),4,Môn chuyên ngành,
SE220,Thiết kế game (1),4,Môn chuyên ngành,
SE320,Lập trình đồ họa 3 chiều với Direct 3D (1),4,Môn chuyên ngành,
SE327,Phát triển và vận hành game (1),4,Môn chuyên ngành,
SE328,Lập trình TTNT trong game (2),4,Môn chuyên ngành,
SE344,Lập trình game trên các thiết bị di động (2),4,Môn chuyên ngành,
SE314,Công nghệ game 3D,3,Môn chuyên ngành,
SE315,Công nghệ Game Online,4,Môn chuyên ngành,
SE316,Phát triển Game đa nền tảng,3,Môn chuyên ngành,
SE317,Công nghệ tiên tiến trong phát triển game,3,Môn chuyên ngành,
SS004,Kỹ năng nghề nghiệp,2,Môn chuyên ngành,
*,Tự chọn tự do,6,Môn chuyên ngành,
SE502,Thực tập,2,"Đồ án, thực tập",
SE503,Đồ án,2,"Đồ án, thực tập",
SE505,Khóa luận tốt nghiệp,10,"Đồ án, thực tập",
SE506,Đồ án tốt nghiệp tại doanh nghiệp,10,"Đồ án, thực tập",
SE507,Đồ án tốt nghiệp,6,"Đồ án, thực tập",
SE400,Seminar các vấn đề hiện đại của Công nghệ Phần mềm,4,"Đồ án, thực tập",
SE406,Mẫu thiết kế hướng đối tượng,4,"Đồ án, thực tập",
SE403,Nguyên lý thiết kế thế giới ảo,4,"Đồ án, thực tập",
SE407,Chuyên đề Pervasive and Mobile Computing,4,"Đồ án, thực tập",
SE408,Phát triển game với Blockchain,4,"Đồ án, thực tập",
SE409,Phát triển dự án Game,4,"Đồ án, thực tập",
IT001,Nhập môn lập trình,4,"Đồ án, thực tập",
ME001,Giáo dục quốc phòng,,"Đồ án, thực tập",
MA005,Xác suất thống kê,3,"Đồ án, thực tập",
IT005,Nhập môn mạng máy tính,4,"Đồ án, thực tập",
IT012,Tổ chức và cấu trúc máy tính 2,4,"Đồ án, thực tập",
SS007,Triết học Mác - Lênin,3,"Đồ án, thực tập",
PE231,Giáo dục thể chất 1,,"Đồ án, thực tập",
PE232,Giáo dục thể chất 2,,"Đồ án, thực tập",
SE502,Thực tập,2,"Đồ án, thực tập",
SE505,Khóa luận tốt nghiệp,10,"Đồ án, thực tập",
,Đồ án tốt nghiệp + môn chuyên đề tốt nghiệp,10,"Đồ án, thực tập",
