Mã môn học,Tên môn học,TC,Loại môn học,Độ khó
EC214,Nhập môn quản trị chuỗi cung ứng,3,"Đồ án, thực tập",
EC232,Nguyên lý kế toán,3,"Đồ án, thực tập",
EC333,Quản trị tài chính doanh nghiệp,3,"Đồ án, thực tập",
EC338,Quản trị bán hàng,3,"Đồ án, thực tập",
EC002,Quản trị doanh nghiệp,3,"Đồ án, thực tập",
EC304,Tối ưu hóa công cụ tìm kiếm trong TMĐT,3,"Đồ án, thực tập",
EC402,Phát triển ứng dụng thương mại di động,4,"Đồ án, thực tập",
EC331,Quản trị chiến lược kinh doanh điện tử,3,"Đồ án, thực tập",
IS403,Phân tích dữ liệu kinh doanh,3,"Đồ án, thực tập",
EC403,Thương mại xã hội,3,"Đồ án, thực tập",
IS355,Công nghệ blockchain,4,"Đồ án, thực tập",
IT001,Nhập môn lập trình,4,"Đồ án, thực tập",
Giải tích,4,4,"Đồ án, thực tập",
Đại số tuyến tính,3,3,"Đồ án, thực tập",
Giới thiệu ngành Thương mại điện tử,1,1,"Đồ án, thực tập",
Anh Văn 1,4,4,"Đồ án, thực tập",
Tổng số tín chỉ HK1,16,15,"Đồ án, thực tập",
IT002,Lập trình hướng đối tượng,4,"Đồ án, thực tập",
Cấu trúc dữ liệu và giải thuật,4,3,"Đồ án, thực tập",
Kinh tế học đại cương,4,4,"Đồ án, thực tập",
Cấu trúc rời rạc,4,4,"Đồ án, thực tập",
Xác suất thống kê,3,3,"Đồ án, thực tập",
Anh Văn 2,4,4,"Đồ án, thực tập",
Tổng số tín chỉ HK2,23,21,"Đồ án, thực tập",
IT004,Cơ sở dữ liệu,4,"Đồ án, thực tập",
Nhập môn mạng máy tính,4,3,"Đồ án, thực tập",
Thương mại điện tử,3,3,"Đồ án, thực tập",
Kỹ năng nghề nghiệp,2,2,"Đồ án, thực tập",
Anh Văn 3,4,4,"Đồ án, thực tập",
Tổng số tín chỉ HK3,17,15,"Đồ án, thực tập",
Mã môn,Tên môn,TC,"Đồ án, thực tập",
EC101,Marketing căn bản,3,"Đồ án, thực tập",
Phát triển ứng dụng web,4,3,"Đồ án, thực tập",
Quản trị dự án TMĐT,3,3,"Đồ án, thực tập",
Phân tích thiết kế quy trình nghiệp vụ doanh nghiệp,4,3,"Đồ án, thực tập",
Chủ nghĩa xã hội khoa học,2,2,"Đồ án, thực tập",
Tổng số tín chỉ HK4,16,14,"Đồ án, thực tập",
PE231,Giáo dục thể chất 1,,"Đồ án, thực tập",
Thiết kế hệ thống thương mại điện tử,3,2,"Đồ án, thực tập",
Marketing điện tử,3,2,"Đồ án, thực tập",
Quản trị quan hệ khách hàng và nhà cung cấp,3,2,"Đồ án, thực tập",
Tư tưởng Hồ Chí Minh,2,2,"Đồ án, thực tập",
Pháp luật đại cương,2,2,"Đồ án, thực tập",
Môn học tự chọn tự do 1,3,,"Đồ án, thực tập",
Tổng số tín chỉ HK5,16,13,"Đồ án, thực tập",
PE232,Giáo dục thể chất 2,,"Đồ án, thực tập",
Hoạch định nguồn lực doanh nghiệp,4,3,"Đồ án, thực tập",
An toàn và bảo mật TMĐT,3,3,"Đồ án, thực tập",
Pháp luật trong thương mại điện tử,2,2,"Đồ án, thực tập",
Triết học Mác - Lênin,3,3,"Đồ án, thực tập",
Môn học tự chọn tự do 2,3,,"Đồ án, thực tập",
Tổng số tín chỉ HK6,15,14,"Đồ án, thực tập",
EC222,Thực tập doanh nghiệp,2,"Đồ án, thực tập",
Hệ thống thanh toán trực tuyến,3,3,"Đồ án, thực tập",
Kinh tế chính trị Mác - Lênin,2,2,"Đồ án, thực tập",
Lịch sử Đảng Cộng sản Việt Nam,2,2,"Đồ án, thực tập",
Môn học tự chọn tự do 3,3,,"Đồ án, thực tập",
Tổng số tín chỉ HK7,12,12,"Đồ án, thực tập",
Khóa luận tốt nghiệp,10,,"Đồ án, thực tập",
Đồ án tốt nghiệp (6TC) Chuyên đề tốt nghiệp (4TC),6 4,,"Đồ án, thực tập",
Đồ án tốt nghiệp tại doanh nghiệp,10,,"Đồ án, thực tập",
Tổng số tín chỉ HK8,10,10,"Đồ án, thực tập",
