Mã môn học,Tên môn học,TC,Loại môn học,Độ khó
IE224,Phân tích dữ liệu,4,Môn chuyên ngành,
IE309,Thực tập doanh nghiệp,2,Môn chuyên ngành,
BUS1125,Khởi nghiệp kinh doanh,3,Môn chuyên ngành,
IE231,Quản trị doanh nghiệp công nghệ thông tin,3,Môn chuyên ngành,
IE203,Hệ thống quản trị qui trình nghiệp vụ,4,Môn chuyên ngành,
IS208,Quản lý dự án công nghệ thông tin,4,Môn chuyên ngành,
IS336,Hoạch định nguồn lực doanh nghiệp,4,Môn chuyên ngành,
IE301,Quản trị quan hệ khách hàng,3,Môn chuyên ngành,
IE302,Kiến trúc và tích hợp hệ thống,3,Môn chuyên ngành,
IE102,Các công nghệ nền,3,Môn chuyên ngành,
IE204,Tối ưu hóa công cụ tìm kiếm (SEO),4,Môn chuyên ngành,
IE213,Kỹ thuật phát triển hệ thống Web,4,Môn chuyên ngành,
IS353,Mạng xã hội,3,Môn chuyên ngành,
IS334,Thương mại điện tử,3,Môn chuyên ngành,
IE303,Công nghệ Java,4,Môn chuyên ngành,
IE307,Công nghệ lập trình đa nền tảng cho ứng dụng di động,4,Môn chuyên ngành,
IS251,Nhập môn hệ thống thông tin địa lý,4,Môn chuyên ngành,
IS352,Hệ cơ sở dữ liệu không gian,4,Môn chuyên ngành,
IS351,Phân tích không gian,4,Môn chuyên ngành,
IE205,Xử lý ảnh vệ tinh,3,Môn chuyên ngành,
IE304,Hệ thống định vị toàn cầu,3,Môn chuyên ngành,
IE305,Tin học môi trường,2,Môn chuyên ngành,
TLH025,Tâm lý học nhân cách,3,Môn tự do,
IE310,Tư duy thiết kế,3,Môn tự do,
IE207,Đồ án,2,"Đồ án, thực tập",
IE505,Khóa luận tốt nghiệp,10,"Đồ án, thực tập",
IE401,Tin-Sinh học,3,"Đồ án, thực tập",
IE402,Hệ thống thông tin địa lý 3 chiều,4,"Đồ án, thực tập",
IE403,Khai thác dữ liệu truyền thông xã hội,3,"Đồ án, thực tập",
IE405,Công nghệ phân tích dữ liệu lớn,4,"Đồ án, thực tập",
IE406,Nhập môn ẩn thông tin và ứng dụng,3,"Đồ án, thực tập",
IT009,Giới thiệu ngành,IE005,"Đồ án, thực tập",
IE202,Quản trị doanh nghiệp,IE231,"Đồ án, thực tập",
PE012,Giáo dục thể chất,PE231,"Đồ án, thực tập",
IT001,Nhập môn Lập trình,4,"Đồ án, thực tập",
ENG01,Anh văn 1 (*),4,"Đồ án, thực tập",
ME001,Giáo dục Quốc phòng,Tính riêng,"Đồ án, thực tập",
ENG02,Anh văn 2 (*),4,Môn đại cương,
ENG03,Anh văn 3 (*),4,Môn đại cương,
IE101,Cơ sở hạ tầng Công nghệ thông tin,3,Môn đại cương,
,Các môn học chuyên ngành (**),4,Môn đại cương,
IE505,Hình thức 1: Khóa luận tốt nghiệp,10,Môn chuyên ngành,
,Hình thức 2: Chuyên đề tốt nghiệp,≥ 10,Môn chuyên ngành,
CU001,Văn hóa doanh nghiệp Nhật,2,Môn đại cương,
JAN01,Tiếng Nhật 1,5,Môn đại cương,
JAN02,Tiếng Nhật 2,5,Môn đại cương,
JAN03,Tiếng Nhật 3,5,Môn đại cương,
JAN04,Tiếng Nhật 4,5,Môn đại cương,
JAN05,Tiếng Nhật 5,5,Môn đại cương,
JAN06,Tiếng Nhật 6,3,Môn đại cương,
JAN07,Tiếng Nhật 7,3,Môn đại cương,
JAN08,Tiếng Nhật 8 (Tiếng Nhật trong công sở: 職場の日本語),3,Môn đại cương,
IE105,Nhập môn đảm bảo và an ninh thông tin,4,Môn cơ sở ngành,
DS107,Tư duy tính toán cho KHDL,4,Môn chuyên ngành,
DS102,Học máy thống kê **,4,Môn chuyên ngành,
IE212,Công nghệ Dữ liệu lớn **,4,Môn chuyên ngành,
IS254,Hệ hỗ trợ ra quyết định **,3,Môn chuyên ngành,
IE213,Kỹ thuật phát triển hệ thống Web **,4,Môn chuyên ngành,
IE204,Tối ưu hóa công cụ tìm kiếm,4,Môn chuyên ngành,
IS334,Thương mại điện tử **,3,Môn chuyên ngành,
SE113,Kiểm chứng phần mềm,4,Môn chuyên ngành,
IE225,Mạng kết nối,4,Môn chuyên ngành,
IE226,Đồ họa và trực quan hóa máy tính,4,Môn chuyên ngành,
IE227,Xử lý tín hiệu số cho mạng,4,Môn chuyên ngành,
IE232,Nhập môn trí tuệ nhân tạo,4,Môn chuyên ngành,
IE303,Công nghệ Java **,4,"Đồ án, thực tập",
IE307,Công nghệ lập trình đa nền tảng cho ứng dụng di động **,4,"Đồ án, thực tập",
IE231,Quản trị doanh nghiệp công nghệ thông tin **,3,"Đồ án, thực tập",
IE203,Hệ thống quản trị qui trình nghiệp vụ **,4,"Đồ án, thực tập",
IE230,Viết báo cáo kỹ thuật bằng tiếng Nhật,2,"Đồ án, thực tập",
SE401,Mẫu thiết kế,3,"Đồ án, thực tập",
SE310,Công nghệ .Net **,4,"Đồ án, thực tập",
IS208,Quản lý dự án CNTT,4,"Đồ án, thực tập",
NT213,Bảo mật web và ứng dụng,3,"Đồ án, thực tập",
IE216,Các chủ đề toán cho KHDL,DS107,"Đồ án, thực tập",
IE217,Máy học,DS102,"Đồ án, thực tập",
IE218,Xử lý dữ liệu lớn,IE212,"Đồ án, thực tập",
IE229,Trí tuệ nhân tạo,IE232,"Đồ án, thực tập",
IE105,Nhập môn đảm bảo an ninh thông tin,4,"Đồ án, thực tập",
,Các môn học chuyên ngành (***),4,"Đồ án, thực tập",
,Hình thức 2: Chuyên đề tốt nghiệp,≥ 10,"Đồ án, thực tập",
IE406,Nhập môn ẩn thông tin và ứng dụng,3,"Đồ án, thực tập",
,Các môn học chuyên ngành(*),³ 4,Môn chuyên ngành,
IE108,Phân tích thiết kế phần mềm (Dự phòng),4,Môn cơ sở ngành,
SE104,Nhập môn công nghệ phần mềm,4,Môn chuyên ngành,
MA005,Xác suất thống kê,3,Môn chuyên ngành,
